symbol,exchange,sector,date,close,volume,price_change_pct,volume_change_pct,trading_value,trading_value_change_pct,market_cap
PLX,HOSE,"Oil, Gas and Coal",2025-09-10,34100,1216800,0.004418262,0.17067539,41492880000.0,0.17584774,43263700000000.0
PMG,HOSE,"Gas, Water and Multi-utilities",2025-09-10,8610,600,0.031137725,1.0,5166000.0,1.062275449,
PNJ,HOSE,Personal Goods,2025-09-10,85000,379600,0.011904762,0.073225898,32266000000.0,0.086002396,28721900000000.0
POW,HOSE,Electricity,2025-09-10,14600,6528500,0.017421603,0.284404572,95316100000.0,0.306780958,34191300000000.0
PPC,HOSE,Electricity,2025-09-10,10650,255800,0.0,0.068058455,2724270000.0,0.068058455,3414530000000.0
PTB,HOSE,Household Goods and Home Construction,2025-09-10,47250,73600,-0.002111932,1.050139276,3477600000.0,1.04580952,3162840000000.0
PTC,HOSE,Construction and Materials,2025-09-10,7810,7300,0.006443299,-0.560240964,57013000.0,-0.557407465,
PTL,HOSE,Real Estate Investment and Services,2025-09-10,3490,146000,0.002873563,2.029045643,509540000.0,2.037749797,
PVD,HOSE,"Oil, Gas and Coal",2025-09-10,21850,3997700,0.023419204,0.385348442,87349745000.0,0.4177922,12007000000000.0
SC5,HOSE,Construction and Materials,2025-10-09,16250,1000,0.0,0.0,16250000.0,0.0,
SRF,HOSE,Industrial Support Services,2025-10-09,8200,11700,-0.0120481927710843,0.0,95940000.0,0.0,
STG,HOSE,Industrial Transportation,2025-10-09,35000,0,0.0,0.0,0.0,0.0,3664850452480.0
TTE,HOSE,Electricity,2025-10-09,39550,0,0.0,0.0,0.0,0.0,
UIC,HOSE,Construction and Materials,2025-10-09,47600,200,-0.0255885363357216,0.0,9520000.0,0.0,
VTB,HOSE,Leisure Goods,2025-10-09,10150,100,0.0,0.0,1015000.0,0.0,
